"id","mac_prefix","vendor_short_name","vendor_full_name"
499,"00:01:F2","MarkUnicorn","Mark of the Unicorn, Inc."
500,"00:01:F3","QPS","QPS, Inc."
501,"00:01:F4","Enterasys","Enterasys"
502,"00:01:F5","Erim","Erim S.A."
503,"00:01:F6","AssociationM","Association of Musical Electronics Industry"
504,"00:01:F7","ImageDisplay","Image Display Systems, Inc."
505,"00:01:F8","TexioTechnol","Texio Technology Corporation"
506,"00:01:F9","TeraGlobalCo","TeraGlobal Communications Corp."
507,"00:01:FA","Horoscas","Horoscas"
508,"00:01:FB","DoTopTechnol","DoTop Technology, Inc."
509,"00:01:FC","Keyence","Keyence Corporation"
510,"00:01:FD","DigitalVoice","Digital Voice Systems, Inc."
511,"00:01:FE","DigitalEquip","Digital Equipment Corporation"
512,"00:01:FF","DataDirectNe","Data Direct Networks, Inc."
513,"00:02:00","NetSys","Net & Sys Co., Ltd."
514,"00:02:01","IFMElectroni","IFM Electronic gmbh"
515,"00:02:02","AminoCommuni","Amino Communications, Ltd."
516,"00:02:03","WoonsangTele","Woonsang Telecom, Inc."
517,"00:02:04","BodmannIndus","Bodmann Industries Elektronik GmbH"
518,"00:02:05","HitachiDensh","Hitachi Denshi, Ltd."
519,"00:02:06","TelitalR&DDe","Telital R&D Denmark A/S"
520,"00:02:07","VisionGlobal","VisionGlobal Network Corp."
521,"00:02:08","UnifyNetwork","Unify Networks, Inc."
522,"00:02:09","SEDInformati","Shenzhen SED Information Technology Co., Ltd."
523,"00:02:0A","Gefran","Gefran Spa"
524,"00:02:0B","NativeNetwor","Native Networks, Inc."
525,"00:02:0C","MetroOptix","Metro-Optix"
526,"00:02:0D","Micronpccom","Micronpc.com"
527,"00:02:0E","ECITelecom","ECI Telecom Ltd."
528,"00:02:0F","Aatr","Aatr"
529,"00:02:10","Fenecom","Fenecom"
530,"00:02:11","NatureWorldw","Nature Worldwide Technology Corp."
531,"00:02:12","SierraCom","SierraCom"
532,"00:02:13","SDEL","S.D.E.L."
533,"00:02:14","Dtvro","Dtvro"
534,"00:02:15","CotasCompute","Cotas Computer Technology A/B"
535,"00:02:16","Cisco","Cisco Systems, Inc"
536,"00:02:17","Cisco","Cisco Systems, Inc"
537,"00:02:18","AdvancedScie","Advanced Scientific Corp"
538,"00:02:19","ParalonTechn","Paralon Technologies"
539,"00:02:1A","ZumaNetworks","Zuma Networks"
540,"00:02:1B","KollmorgenSe","Kollmorgen-Servotronix"
541,"00:02:1C","NetworkEleme","Network Elements, Inc."
542,"00:02:1D","DataGeneralC","Data General Communication Ltd."
543,"00:02:1E","Simtel","Simtel S.R.L."
544,"00:02:1F","Aculab","Aculab PLC"
545,"00:02:20","CanonFinetec","Canon Finetech Inc."
546,"00:02:21","DSPApplicati","DSP Application, Ltd."
547,"00:02:22","Chromisys","Chromisys, Inc."
548,"00:02:23","ClickTV","ClickTV"
549,"00:02:24","CCor","C-Cor"
550,"00:02:25","OneStop","One Stop Systems"
551,"00:02:26","XESystems","XESystems, Inc."
552,"00:02:27","ESDElectroni","ESD Electronic System Design GmbH"
553,"00:02:28","Necsom","Necsom, Ltd."
554,"00:02:29","Adtec","Adtec Corporation"
555,"00:02:2A","AsoundElectr","Asound Electronic"
556,"00:02:2B","SAXA","SAXA, Inc."
557,"00:02:2C","ABBBomem","ABB Bomem, Inc."
558,"00:02:2D","Agere","Agere Systems"
559,"00:02:2E","TEACR&D","TEAC Corp. R& D"
560,"00:02:2F","PCube","P-Cube, Ltd."
561,"00:02:30","IntersoftEle","Intersoft Electronics"
562,"00:02:31","IngersollRan","Ingersoll-Rand"
563,"00:02:32","Avision","Avision, Inc."
564,"00:02:33","MantraCommun","Mantra Communications, Inc."
565,"00:02:34","ImperialTech","Imperial Technology, Inc."
566,"00:02:35","ParagonNetwo","Paragon Networks International"
567,"00:02:36","INIT","INIT GmbH"
568,"00:02:37","CosmoResearc","Cosmo Research Corp."
569,"00:02:38","SeromeTechno","Serome Technology, Inc."
570,"00:02:39","Visicom","Visicom"
571,"00:02:3A","ZSKStickmasc","ZSK Stickmaschinen GmbH"
572,"00:02:3B","Ericsson","Ericsson"
573,"00:02:3C","CreativeTech","Creative Technology, Ltd."
574,"00:02:3D","Cisco","Cisco Systems, Inc"
575,"00:02:3E","SeltaTelemat","Selta Telematica S.p.a"
576,"00:02:3F","CompalElectr","Compal Electronics INC."
577,"00:02:40","Seedek","Seedek Co., Ltd."
578,"00:02:41","Amercom","Amer.com"
579,"00:02:42","Videoframe","Videoframe Systems"
580,"00:02:43","Raysis","Raysis Co., Ltd."
581,"00:02:44","SURECOMTechn","SURECOM Technology Co."
582,"00:02:45","Lampus","Lampus Co, Ltd."
583,"00:02:46","AllWinTech","All-Win Tech Co., Ltd."
584,"00:02:47","GreatDragonI","Great Dragon Information Technology (Group) Co., Ltd."
585,"00:02:48","Pilz","Pilz GmbH & Co."
586,"00:02:49","AvivInfocom","Aviv Infocom Co, Ltd."
587,"00:02:4A","Cisco","Cisco Systems, Inc"
588,"00:02:4B","Cisco","Cisco Systems, Inc"
589,"00:02:4C","SiByte","SiByte, Inc."
590,"00:02:4D","MannesmanDem","Mannesman Dematic Colby Pty. Ltd."
591,"00:02:4E","DatacardGrou","Datacard Group"
592,"00:02:4F","IPMDatacom","IPM Datacom S.R.L."
593,"00:02:50","GeyserNetwor","Geyser Networks, Inc."
594,"00:02:51","SomaNetworks","Soma Networks, Inc."
595,"00:02:52","Carrier","Carrier Corporation"
596,"00:02:53","Televideo","Televideo, Inc."
597,"00:02:54","WorldGate","WorldGate"
598,"00:02:55","IBM","IBM Corp"
599,"00:02:56","AlphaProcess","Alpha Processor, Inc."
600,"00:02:57","Microcom","Microcom Corp."
601,"00:02:58","FlyingPacket","Flying Packets Communications"
602,"00:02:59","TsannKuenChi","Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group"
603,"00:02:5A","CatenaNetwor","Catena Networks"
604,"00:02:5B","CambridgeSil","Cambridge Silicon Radio"
605,"00:02:5C","SCI","SCI Systems (Kunshan) Co., Ltd."
606,"00:02:5D","CalixNetwork","Calix Networks"
607,"00:02:5E","HighTechnolo","High Technology Ltd"
608,"00:02:5F","NortelNetwor","Nortel Networks"
609,"00:02:60","AccordionNet","Accordion Networks, Inc."
610,"00:02:61","Tilgin","Tilgin AB"
611,"00:02:62","SoyoGroupSoy","Soyo Group Soyo Com Tech Co., Ltd"
612,"00:02:63","RPS","RPS S.p.A."
613,"00:02:64","AudioRampcom","AudioRamp.com"
614,"00:02:65","Virditech","Virditech Co. Ltd."
615,"00:02:66","Thermalogic","Thermalogic Corporation"
616,"00:02:67","NodeRunner","Node Runner, Inc."
617,"00:02:68","HarrisGovern","Harris Government Communications"
618,"00:02:69","Nadatel","Nadatel Co., Ltd"
619,"00:02:6A","CocessTeleco","Cocess Telecom Co., Ltd."
620,"00:02:6B","BCMComputers","BCM Computers Co., Ltd."
621,"00:02:6C","PhilipsCFT","Philips CFT"
622,"00:02:6D","AdeptTelecom","Adept Telecom"
623,"00:02:6E","NeGeNAccess","NeGeN Access, Inc."
624,"00:02:6F","SenaoInterna","Senao International Co., Ltd."
625,"00:02:70","Crewave","Crewave Co., Ltd."
626,"00:02:71","ZhoneTechnol","Zhone Technologies, Inc."
627,"00:02:72","CC&CTechnolo","CC&C Technologies, Inc."
628,"00:02:73","CoriolisNetw","Coriolis Networks"
629,"00:02:74","TommyTechnol","Tommy Technologies Corp."
630,"00:02:75","SMARTTechnol","SMART Technologies, Inc."
631,"00:02:76","PrimaxElectr","Primax Electronics Ltd."
632,"00:02:77","CashSystemes","Cash Systemes Industrie"
633,"00:02:78","SamsungElect","Samsung Electro Mechanics Co., Ltd."
634,"00:02:79","ControlAppli","Control Applications, Ltd."
635,"00:02:7A","IOITechnolog","IOI Technology Corporation"
636,"00:02:7B","AmplifyNet","Amplify Net, Inc."
637,"00:02:7C","Trilithic","Trilithic, Inc."
638,"00:02:7D","Cisco","Cisco Systems, Inc"
639,"00:02:7E","Cisco","Cisco Systems, Inc"
640,"00:02:7F","asktechnolog","ask-technologies.com"
641,"00:02:80","MuNet","Mu Net, Inc."
642,"00:02:81","Madge","Madge Ltd."
643,"00:02:82","ViaClix","ViaClix, Inc."
644,"00:02:83","SpectrumCont","Spectrum Controls, Inc."
645,"00:02:84","UKGridSoluti","UK Grid Solutions Limited"
646,"00:02:85","RiverstoneNe","Riverstone Networks"
647,"00:02:86","OccamNetwork","Occam Networks"
648,"00:02:87","Adapcom","Adapcom"
649,"00:02:88","GlobalVillag","Global Village Communication"
650,"00:02:89","DNETechnolog","DNE Technologies"
651,"00:02:8A","AmbitMicrosy","Ambit Microsystems Corporation"
652,"00:02:8B","VDSL","VDSL Systems OY"
653,"00:02:8C","MicrelSynerg","Micrel-Synergy Semiconductor"
654,"00:02:8D","MovitaTechno","Movita Technologies, Inc."
655,"00:02:8E","Rapid5Networ","Rapid 5 Networks, Inc."
656,"00:02:8F","Globetek","Globetek, Inc."
657,"00:02:90","Woorigisool","Woorigisool, Inc."
658,"00:02:91","OpenNetwork","Open Network Co., Ltd."
659,"00:02:92","LogicInnovat","Logic Innovations, Inc."
660,"00:02:93","SolidData","Solid Data Systems"
661,"00:02:94","TokyoSokushi","Tokyo Sokushin Co., Ltd."
662,"00:02:95","MavenirIpaUk","Mavenir Ipa Uk Ltd"
663,"00:02:96","Lectron","Lectron Co,. Ltd."
664,"00:02:97","CCORnet","C-COR.net"
665,"00:02:98","Broadframe","Broadframe Corporation"
666,"00:02:99","Apex","Apex, Inc."
667,"00:02:9A","StorageApps","Storage Apps"
668,"00:02:9B","KreatelCommu","Kreatel Communications AB"
669,"00:02:9C","3Com","3Com"
670,"00:02:9D","Merix","Merix Corp."
671,"00:02:9E","InformationE","Information Equipment Co., Ltd."
672,"00:02:9F","L3Communicat","L-3 Communication Aviation Recorders"
673,"00:02:A0","Flatstack","Flatstack Ltd."
674,"00:02:A1","WorldWidePac","World Wide Packets"
675,"00:02:A2","Hilscher","Hilscher GmbH"
676,"00:02:A3","HitachiEnerg","Hitachi Energy Switzerland Ltd"
677,"00:02:A4","AddPacTechno","AddPac Technology Co., Ltd."
678,"00:02:A5","HewlettPacka","Hewlett Packard"
679,"00:02:A6","Effinet","Effinet Systems Co., Ltd."
680,"00:02:A7","VivaceNetwor","Vivace Networks"
681,"00:02:A8","AirLinkTechn","Air Link Technology"
682,"00:02:A9","RACOMsro","RACOM, s.r.o."
683,"00:02:AA","PLcom","PLcom Co., Ltd."
684,"00:02:AB","CTCUnionTech","CTC Union Technologies Co., Ltd."
685,"00:02:AC","3PARdata","3PAR data"
686,"00:02:AD","HOYA","HOYA Corporation"
687,"00:02:AE","ScannexElect","Scannex Electronics Ltd."
688,"00:02:AF","TeleCruzTech","TeleCruz Technology, Inc."
689,"00:02:B0","HokubuCommun","Hokubu Communication & Industrial Co., Ltd."
690,"00:02:B1","Anritsu","Anritsu, Ltd."
691,"00:02:B2","Cablevision","Cablevision"
692,"00:02:B3","Intel","Intel Corporation"
693,"00:02:B4","Daphne","Daphne"
694,"00:02:B5","Avnet","Avnet, Inc."
695,"00:02:B6","AcrosserTech","Acrosser Technology Co., Ltd."
696,"00:02:B7","WatanabeElec","Watanabe Electric Industry Co., Ltd."
697,"00:02:B8","WhiKonsult","Whi Konsult Ab"
698,"00:02:B9","Cisco","Cisco Systems, Inc"
699,"00:02:BA","Cisco","Cisco Systems, Inc"
700,"00:02:BB","ContinuousCo","Continuous Computing Corp"
701,"00:02:BC","LVL7","LVL 7 Systems, Inc."
702,"00:02:BD","Bionet","Bionet Co., Ltd."
703,"00:02:BE","TotsuEnginee","Totsu Engineering, Inc."
704,"00:02:BF","dotRocket","dotRocket, Inc."
705,"00:02:C0","BencentTzeng","Bencent Tzeng Industry Co., Ltd."
706,"00:02:C1","InnovativeEl","Innovative Electronic Designs, Inc."
707,"00:02:C2","NetVisionTel","Net Vision Telecom"
708,"00:02:C3","Arelnet","Arelnet Ltd."
709,"00:02:C4","OPTMachineVi","OPT Machine Vision Tech Co., Ltd"
710,"00:02:C5","EvertzMicros","Evertz Microsystems Ltd."
711,"00:02:C6","DataTrackTec","Data Track Technology PLC"
712,"00:02:C7","Alpsalpine","Alpsalpine Co,.Ltd"
713,"00:02:C8","TechnocomCom","Technocom Communications Technology (pte) Ltd"
714,"00:02:C9","MellanoxTech","Mellanox Technologies, Inc."
715,"00:02:CA","EndPoints","EndPoints, Inc."
716,"00:02:CB","TriState","TriState Ltd."
717,"00:02:CC","MCCI","M.C.C.I"
718,"00:02:CD","TeleDream","TeleDream, Inc."
719,"00:02:CE","FoxJet","FoxJet, Inc."
720,"00:02:CF","ZyGateCommun","ZyGate Communications, Inc."
721,"00:02:D0","Comdial","Comdial Corporation"
722,"00:02:D1","Vivotek","Vivotek, Inc."
723,"00:02:D2","Workstation","Workstation AG"
724,"00:02:D3","NetBotz","NetBotz, Inc."
725,"00:02:D4","PDAPeriphera","PDA Peripherals, Inc."
726,"00:02:D5","Acr","Acr"
727,"00:02:D6","NICE","NICE Systems"
728,"00:02:D7","EMPEG","EMPEG Ltd"
729,"00:02:D8","BRECISCommun","BRECIS Communications Corporation"
730,"00:02:D9","ReliableCont","Reliable Controls"
731,"00:02:DA","ExiOCommunic","ExiO Communications, Inc."
732,"00:02:DB","Netsec","Netsec"
733,"00:02:DC","GENERAL","GENERAL Inc."
734,"00:02:DD","BromaxCommun","Bromax Communications, Ltd."
735,"00:02:DE","Astrodesign","Astrodesign, Inc."
736,"00:02:DF","NetCom","Net Com Systems, Inc."
737,"00:02:E0","ETAS","ETAS GmbH"
738,"00:02:E1","IntegratedNe","Integrated Network Corporation"
739,"00:02:E2","NDCInfaredEn","NDC Infared Engineering"
740,"00:02:E3","LITEONCommun","LITE-ON Communications, Inc."
741,"00:02:E4","JCHYUN","JC HYUN Systems, Inc."
742,"00:02:E5","Timeware","Timeware Ltd."
743,"00:02:E6","GouldInstrum","Gould Instrument Systems, Inc."
744,"00:02:E7","CAB","CAB GmbH & Co KG"
745,"00:02:E8","ED&A","E.D.&A."
746,"00:02:E9","CSSystemesDe","CS Systemes De Securite - C3S"
747,"00:02:EA","FocusEnhance","Focus Enhancements"
748,"00:02:EB","PicoCommunic","Pico Communications"
749,"00:02:EC","MaschoffDesi","Maschoff Design Engineering"
750,"00:02:ED","DXOTelecom","DXO Telecom Co., Ltd."
751,"00:02:EE","NokiaDanmark","Nokia Danmark A/S"
752,"00:02:EF","CCCNetworkGr","CCC Network Systems Group Ltd."
753,"00:02:F0","AMEOptimedia","AME Optimedia Technology Co., Ltd."
754,"00:02:F1","Pinetron","Pinetron Co., Ltd."
755,"00:02:F2","eDevice","eDevice, Inc."
756,"00:02:F3","MediaServe","Media Serve Co., Ltd."
757,"00:02:F4","PCTEL","PCTEL, Inc."
758,"00:02:F5","VIVESynergie","VIVE Synergies, Inc."
759,"00:02:F6","EquipeCommun","Equipe Communications"
760,"00:02:F7","Arm","Arm"
761,"00:02:F8","SEAKREnginee","SEAKR Engineering, Inc."
762,"00:02:F9","MIMOSBerhad","MIMOS Berhad"
763,"00:02:FA","DXAntenna","DX Antenna Co., Ltd."
764,"00:02:FB","BaumullerAul","Baumuller Aulugen-Systemtechnik GmbH"
765,"00:02:FC","Cisco","Cisco Systems, Inc"
766,"00:02:FD","Cisco","Cisco Systems, Inc"
767,"00:02:FE","Viditec","Viditec, Inc."
768,"00:02:FF","HandanBroadI","Handan BroadInfoCom"
769,"00:03:00","BarracudaNet","Barracuda Networks, Inc."
770,"00:03:01","Exfo","Exfo"
771,"00:03:02","CharlesIndus","Charles Industries"
772,"00:03:03","JAMAElectron","JAMA Electronics Co., Ltd."
773,"00:03:04","PacificBroad","Pacific Broadband Communications"
774,"00:03:05","MSCVertriebs","MSC Vertriebs GmbH"
775,"00:03:06","FusionInTech","Fusion In Tech Co., Ltd."
776,"00:03:07","SecureWorks","Secure Works, Inc."
777,"00:03:08","AMCommunicat","AM Communications, Inc."
778,"00:03:09","TexcelTechno","Texcel Technology PLC"
779,"00:03:0A","ArgusTechnol","Argus Technologies"
780,"00:03:0B","HunterTechno","Hunter Technology, Inc."
781,"00:03:0C","TelesoftTech","Telesoft Technologies Ltd."
782,"00:03:0D","UniwillCompu","Uniwill Computer Corp."
783,"00:03:0E","CoreCommunic","Core Communications Co., Ltd."
784,"00:03:0F","DigitalChina","Digital China (Shanghai) Networks Ltd."
785,"00:03:10","EGlobaledge","E-Globaledge Corporation"
786,"00:03:11","MicroTechnol","Micro Technology Co., Ltd."
787,"00:03:12","TRsystems","TRsystems GmbH"
788,"00:03:13","AccessMedia","Access Media SPA"
789,"00:03:14","TelewareNetw","Teleware Network Systems"
790,"00:03:15","Cidco","Cidco Incorporated"
791,"00:03:16","NobellCommun","Nobell Communications, Inc."
792,"00:03:17","Merlin","Merlin Systems, Inc."
793,"00:03:18","Cyras","Cyras Systems, Inc."
794,"00:03:19","Infineon","Infineon AG"
795,"00:03:1A","BroadTelecom","Beijing Broad Telecom Ltd., China"
796,"00:03:1B","Cellvision","Cellvision Systems, Inc."
797,"00:03:1C","SvenskaHardv","Svenska Hardvarufabriken AB"
798,"00:03:1D","TaiwanCommat","Taiwan Commate Computer, Inc."
799,"00:03:1E","Optranet","Optranet, Inc."
800,"00:03:1F","Condev","Condev Ltd."
801,"00:03:20","Xpeed","Xpeed, Inc."
802,"00:03:21","RecoResearch","Reco Research Co., Ltd."
803,"00:03:22","IDIS","IDIS Co., Ltd."
804,"00:03:23","CornetTechno","Cornet Technology, Inc."
805,"00:03:24","LIMNO","LIMNO Co., Ltd."
806,"00:03:25","ArimaCompute","Arima Computer Corp."
807,"00:03:26","IwasakiInfor","Iwasaki Information Systems Co., Ltd."
808,"00:03:27","HMSIndustria","HMS Industrial Networks"
809,"00:03:28","MaceGroup","Mace Group, Inc."
810,"00:03:29","F3","F3, Inc."
811,"00:03:2A","UniDataCommu","UniData Communication Systems, Inc."
812,"00:03:2B","GAIDatenfunk","GAI Datenfunksysteme GmbH"
813,"00:03:2C","ABBSwitzerla","ABB Switzerland Ltd"
814,"00:03:2D","IBASETechnol","IBASE Technology, Inc."
815,"00:03:2E","ScopeInforma","Scope Information Management, Ltd."
816,"00:03:2F","GlobalSunTec","Global Sun Technology, Inc."
817,"00:03:30","Imagenics","Imagenics, Co., Ltd."
818,"00:03:31","Cisco","Cisco Systems, Inc"
819,"00:03:32","Cisco","Cisco Systems, Inc"
820,"00:03:33","Digitel","Digitel Co., Ltd."
821,"00:03:34","OmegaEnginee","Omega Engineering Inc."
822,"00:03:35","MiraeTechnol","Mirae Technology"
823,"00:03:36","ZetesTechnol","Zetes Technologies"
824,"00:03:37","Vaone","Vaone, Inc."
825,"00:03:38","OakTechnolog","Oak Technology"
826,"00:03:39","Eurologic","Eurologic Systems, Ltd."
827,"00:03:3A","SiliconWave","Silicon Wave, Inc."
828,"00:03:3B","TAMITech","TAMI Tech Co., Ltd."
829,"00:03:3C","Daiden","Daiden Co., Ltd."
830,"00:03:3D","ILSHinLab","ILSHin Lab"
831,"00:03:3E","TateyamaSyst","Tateyama System Laboratory Co., Ltd."
832,"00:03:3F","BigBandNetwo","BigBand Networks, Ltd."
833,"00:03:40","FlowareWirel","Floware Wireless Systems, Ltd."
834,"00:03:41","EVSBroadcast","EVS Broadcast Equipment"
835,"00:03:42","NortelNetwor","Nortel Networks"
836,"00:03:43","MartinProfes","Martin Professional A/S"
837,"00:03:44","Tietech","Tietech.Co., Ltd."
838,"00:03:45","RoutrekNetwo","Routrek Networks Corporation"
839,"00:03:46","KOKUSAIDENKI","KOKUSAI DENKI Electric Inc."
840,"00:03:47","Intel","Intel Corporation"
841,"00:03:48","NorscanInstr","Norscan Instruments, Ltd."
842,"00:03:49","VidicodeData","Vidicode Datacommunicatie B.V."
843,"00:03:4A","RIAS","RIAS Corporation"
844,"00:03:4B","NortelNetwor","Nortel Networks"
845,"00:03:4C","DigiVisionTe","Shanghai DigiVision Technology Co., Ltd."
846,"00:03:4D","ChiaroNetwor","Chiaro Networks, Ltd."
847,"00:03:4E","PosData","Pos Data Company, Ltd."
848,"00:03:4F","SurGardSecur","Sur-Gard Security"
849,"00:03:50","Bticino","Bticino Spa"
850,"00:03:51","DieboldNixdo","Diebold Nixdorf"
851,"00:03:52","ColubrisNetw","Colubris Networks"
852,"00:03:53","Mitac","Mitac, Inc."
853,"00:03:54","FiberLogicCo","Fiber Logic Communications"
854,"00:03:55","TeraBeamInte","TeraBeam Internet Systems"
855,"00:03:56","DieboldNixdo","Diebold Nixdorf"
856,"00:03:57","IntervoiceBr","Intervoice-Brite, Inc."
857,"00:03:58","HanyangDigit","Hanyang Digitech Co.Ltd"
858,"00:03:59","DigitalSis","DigitalSis"
859,"00:03:5A","Photron","Photron Limited"
860,"00:03:5B","BridgeWaveCo","BridgeWave Communications"
861,"00:03:5C","SaintSong","Saint Song Corp."
862,"00:03:5D","BosungHiNet","Bosung Hi-Net Co., Ltd."
863,"00:03:5E","Metropolitan","Metropolitan Area Networks, Inc."
864,"00:03:5F","PrüftechnikC","Prüftechnik Condition Monitoring GmbH & Co. KG"
865,"00:03:60","PACInteracti","PAC Interactive Technology, Inc."
866,"00:03:61","Widcomm","Widcomm, Inc."
867,"00:03:62","VodtelCommun","Vodtel Communications, Inc."
868,"00:03:63","Miraesys","Miraesys Co., Ltd."
869,"00:03:64","ScenixSemico","Scenix Semiconductor, Inc."
870,"00:03:65","KiraInformat","Kira Information & Communications, Ltd."
871,"00:03:66","ASMPacificTe","ASM Pacific Technology"
872,"00:03:67","JasmineNetwo","Jasmine Networks, Inc."
873,"00:03:68","Embedone","Embedone Co., Ltd."
874,"00:03:69","NipponAntenn","Nippon Antenna Co., Ltd."
875,"00:03:6A","Mainnet","Mainnet, Ltd."
876,"00:03:6B","Cisco","Cisco Systems, Inc"
877,"00:03:6C","Cisco","Cisco Systems, Inc"
878,"00:03:6D","Runtop","Runtop, Inc."
879,"00:03:6E","Nicon","Nicon Systems (Pty) Limited"
880,"00:03:6F","Telsey","Telsey SPA"
881,"00:03:70","NXTV","NXTV, Inc."
882,"00:03:71","AcomzNetwork","Acomz Networks Corp."
883,"00:03:72","Ulan","Ulan"
884,"00:03:73","Aselsan","Aselsan A.S"
885,"00:03:74","SchneiderEle","Schneider Electric"
886,"00:03:75","NetMedia","NetMedia, Inc."
887,"00:03:76","GraphtecTech","Graphtec Technology, Inc."
888,"00:03:77","GigabitWirel","Gigabit Wireless"
889,"00:03:78","HUMAX","HUMAX Co., Ltd."
890,"00:03:79","ProscendComm","Proscend Communications, Inc."
891,"00:03:7A","TaiyoYuden","Taiyo Yuden Co., Ltd."
892,"00:03:7B","IDECIZUMI","IDEC IZUMI Corporation"
893,"00:03:7C","CoaxMedia","Coax Media"
894,"00:03:7D","Stellcom","Stellcom"
895,"00:03:7E","PORTechCommu","PORTech Communications, Inc."
896,"00:03:7F","AtherosCommu","Atheros Communications, Inc."
897,"00:03:80","SSHCommunica","SSH Communications Security Corp."
898,"00:03:81","IngenicoInte","Ingenico International"
899,"00:03:82","AOne","A-One Co., Ltd."
900,"00:03:83","MeteraNetwor","Metera Networks, Inc."
901,"00:03:84","Aeta","Aeta"
